"scientificName","decimalLatitude","decimalLongitude","genericName"
"Sciurus vulgaris Linnaeus, 1758",59.611371,8.514073,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",62.747918,7.189472,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",59.951736,6.593979,"Sciurus"
"Felis catus Linnaeus, 1758",59.268795,10.764762,"Felis"
"Sciurus vulgaris Linnaeus, 1758",62.212454,9.765471,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.194814,9.243472,"Sciurus"
"Alces alces (Linnaeus, 1758)",63.537828,10.088635,"Alces"
"Sciurus vulgaris Linnaeus, 1758",61.766042,5.257142,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",63.394683,11.800985,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",62.590947,9.699492,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",63.353206,10.250666,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",66.310541,14.265142,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.668964,9.669869,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",58.465515,8.825116,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.930236,11.348573,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",59.682734,10.509001,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",58.634944,6.561936,"Sciurus"
"Alces alces (Linnaeus, 1758)",67.27229,14.730553,"Alces"
"Sciurus vulgaris Linnaeus, 1758",60.866716,11.586249,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.679379,6.816335,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.245081,9.587399,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.421874,9.055901,"Sciurus"
"Felis catus Linnaeus, 1758",58.72883,5.65289,"Felis"
"Capreolus capreolus (Linnaeus, 1758)",59.297148,9.107229,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",59.788961,10.482482,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",65.97548,13.833122,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",58.242138,7.363943,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",66.027507,13.849007,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.268208,10.152661,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",60.178021,10.232236,"Capreolus"
"Myodes rutilus (Pallas, 1779)",69.240104,19.458768,"Myodes"
"Sciurus vulgaris Linnaeus, 1758",61.238513,7.700276,"Sciurus"
"Felis catus Linnaeus, 1758",63.51153,10.021389,"Felis"
"Sciurus vulgaris Linnaeus, 1758",59.086387,10.294432,"Sciurus"
"Felis catus Linnaeus, 1758",59.502991,11.376091,"Felis"
"Sciurus vulgaris Linnaeus, 1758",60.160173,12.032091,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.229599,12.086295,"Sciurus"
"Apodemus sylvaticus (Linnaeus, 1758)",62.251293,5.837731,"Apodemus"
"Sciurus vulgaris Linnaeus, 1758",60.995839,10.430549,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",63.228922,9.416368,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",59.938408,10.991773,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",59.83368,10.861852,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",59.111966,9.666773,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.064566,10.317215,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",60.050118,10.894979,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",59.772735,10.415001,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",59.842987,10.445822,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",59.546122,10.70575,"Capreolus"
"Gulo gulo (Linnaeus, 1758)",64.242485,11.61663,"Gulo"
"Alces alces (Linnaeus, 1758)",63.255652,10.438176,"Alces"
"Lynx lynx (Linnaeus, 1758)",64.812003,13.420941,"Lynx"
"Felis catus Linnaeus, 1758",63.753195,11.577312,"Felis"
"Sciurus vulgaris Linnaeus, 1758",60.135906,11.011541,"Sciurus"
"Felis catus Linnaeus, 1758",60.210207,10.681399,"Felis"
"Sciurus vulgaris Linnaeus, 1758",62.851488,8.522517,"Sciurus"
"Canis lupus Linnaeus, 1758",61.44554,11.365989,"Canis"
"Felis catus Linnaeus, 1758",61.26101,27.835546,"Felis"
"Sciurus vulgaris Linnaeus, 1758",60.188968,25.002167,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.063596,24.03374,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.897555,28.37875,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.672294,23.691544,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.672294,23.691544,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",60.623563,21.787491,"Capreolus"
"Canis latrans Say, 1823",44.340808,-72.461283,"Canis"
"Dama dama (Linnaeus, 1758)",51.55,3.55,"Dama"
"Procyon lotor (Linnaeus, 1758)",38.916659,-76.949,"Procyon"
"Gazella gazella (Pallas, 1766)",32.903999,35.988892,"Gazella"
"Tapirus terrestris (Linnaeus, 1758)",-0.782759,-76.21587,"Tapirus"
"Neovison vison (Schreber, 1777)",58.09079,7.829869,"Neovison"
"Neovison vison (Schreber, 1777)",59.389384,5.292856,"Neovison"
"Mirounga leonina (Linnaeus, 1758)",-52.56264,169.13621,"Mirounga"
"Tapirus pinchaque (Roulin, 1829)",3.592222,-75.932833,"Tapirus"
"Tapirus pinchaque (Roulin, 1829)",3.573611,-75.957389,"Tapirus"
"Sciurus vulgaris Linnaeus, 1758",63.249545,10.438666,"Sciurus"
"Rattus norvegicus (Berkenhout, 1769)",59.883329,10.83326,"Rattus"
"Phoca vitulina Linnaeus, 1758",59.845874,10.558933,"Phoca"
"Vulpes vulpes (Linnaeus, 1758)",63.249545,10.438666,"Vulpes"
"Phoca vitulina Linnaeus, 1758",59.870038,10.663541,"Phoca"
"Sciurus vulgaris Linnaeus, 1758",59.423564,5.306411,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",63.345999,10.327311,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",63.311766,9.183944,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",63.347861,10.875104,"Capreolus"
"Oryctolagus cuniculus (Linnaeus, 1758)",50.98821,5.47168,"Oryctolagus"
"Rattus norvegicus (Berkenhout, 1769)",51.09515,4.19224,"Rattus"
"Rattus norvegicus (Berkenhout, 1769)",51.09519,4.19217,"Rattus"
"Felis catus Linnaeus, 1758",50.98671,5.0138,"Felis"
"Oryctolagus cuniculus (Linnaeus, 1758)",50.9397,5.36528,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",51.03538,4.25582,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",50.91133,3.86097,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",50.7949,2.77169,"Oryctolagus"
"Oryctolagus cuniculus (Linnaeus, 1758)",51.18522,4.47792,"Oryctolagus"
"Macaca sylvanus (Linnaeus, 1758)",36.127255,-5.253124,"Macaca"
"Capreolus capreolus (Linnaeus, 1758)",55.57385,11.26027,"Capreolus"
"Cebus albifrons (Humboldt, 1812)",-3.147778,-59.939167,"Cebus"
"Mirounga angustirostris (Gill, 1866)",48.300379,-123.53196,"Mirounga"
"Lutra lutra (Linnaeus, 1758)",65.672557,21.161245,"Lutra"
"Rangifer tarandus tarandus",67.184544,20.778266,"Rangifer"
"Lutra lutra (Linnaeus, 1758)",60.018411,17.730875,"Lutra"
"Heliosciurus gambianus (Ogilby, 1835)",13.726045,-15.343781,"Heliosciurus"
"Capreolus capreolus (Linnaeus, 1758)",52.922512,8.616199,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.399044,9.786673,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",50.704994,6.627717,"Capreolus"
"Castor fiber Linnaeus, 1758",50.886559,12.892519,"Castor"
"Capreolus capreolus (Linnaeus, 1758)",52.002811,9.860173,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",49.934284,8.324195,"Capreolus"
"Castor fiber Linnaeus, 1758",50.946316,6.268902,"Castor"
"Neovison vison (Schreber, 1777)",57.414882,15.116059,"Neovison"
"Martes martes (Linnaeus, 1758)",47.944466,9.757233,"Martes"
"Myocastor coypus (Molina, 1782)",50.154373,8.646584,"Myocastor"
"Oryctolagus cuniculus (Linnaeus, 1758)",50.142559,10.72948,"Oryctolagus"
"Lutra lutra (Linnaeus, 1758)",59.827476,17.664903,"Lutra"
"Sciurus vulgaris Linnaeus, 1758",52.953949,10.561718,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",51.351097,7.450167,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",47.804207,9.649008,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",50.856415,6.156889,"Sciurus"
"Sus scrofa Linnaeus, 1758",49.686134,8.977286,"Sus"
"Talpa europaea Linnaeus, 1758",50.135105,8.958492,"Talpa"
"Vulpes vulpes (Linnaeus, 1758)",52.437595,13.517647,"Vulpes"
"Vulpes vulpes (Linnaeus, 1758)",51.646931,12.391559,"Vulpes"
"Bos primigenius Bojanus, 1827",48.88435,10.360279,"Bos"
"Capreolus capreolus (Linnaeus, 1758)",53.665527,8.497027,"Capreolus"
"Oryctolagus cuniculus cuniculus",-43.631206,172.561136,"Oryctolagus"
"Lynx lynx (Linnaeus, 1758)",59.945829,8.819875,"Lynx"
"Lynx lynx (Linnaeus, 1758)",59.97635,10.315723,"Lynx"
"Canis lupus Linnaeus, 1758",59.992302,11.454009,"Canis"
"Lynx lynx (Linnaeus, 1758)",60.757312,11.711264,"Lynx"
"Ichneumia albicauda G",11.52979,1.37473,"Ichneumia"
"Alces alces americana (Clinton, 1822)",41.228164,-111.910659,"Alces"
"Lynx rufus (Schreber, 1777)",44.430656,-73.150979,"Lynx"
"Sciurus vulgaris Linnaeus, 1758",60.828386,21.560035,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.212302,25.016279,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",60.236041,25.161848,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.435035,21.840057,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",61.394002,23.346386,"Sciurus"
"Lepus europaeus Pallas, 1778",60.795191,24.701237,"Lepus"
"Lepus europaeus Pallas, 1778",61.435035,21.840057,"Lepus"
"Sciurus vulgaris Linnaeus, 1758",62.160882,27.0928,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",60.6943,21.747303,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",60.067657,24.462378,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",59.905002,23.116433,"Capreolus"
"Myodes glareolus (Schreber, 1780)",60.468513,22.31904,"Myodes"
"Phocarctos hookeri (Gray, 1844)",-46.770987,168.891778,"Phocarctos"
"Capreolus capreolus (Linnaeus, 1758)",55.85945,10.15405,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",55.44205,11.55832,"Sciurus"
"Vulpes vulpes (Linnaeus, 1758)",55.86891,10.00272,"Vulpes"
"Capreolus capreolus (Linnaeus, 1758)",54.99776,8.92836,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",54.90536,8.85259,"Capreolus"
"Vulpes vulpes (Linnaeus, 1758)",57.19422,9.81416,"Vulpes"
"Capreolus capreolus (Linnaeus, 1758)",55.22334,11.34613,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",56.2089,10.11382,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",55.56126,11.25636,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",55.05956,12.01345,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",56.12721,9.98923,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",56.12721,9.98923,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",55.4224,12.12016,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",55.95855,12.52823,"Capreolus"
"Phocoena phocoena (Linnaeus, 1758)",57.74457,10.64513,"Phocoena"
"Lepus capensis Linnaeus, 1758",55.95033,11.5185,"Lepus"
"Sciurus vulgaris Linnaeus, 1758",56.01304,12.33184,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",55.75629,12.00109,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",55.31285,11.82879,"Capreolus"
"Phocoena phocoena (Linnaeus, 1758)",52.2,4.4,"Phocoena"
"Apodemus sylvaticus (Linnaeus, 1758)",50.8,5.65,"Apodemus"
"Capreolus capreolus (Linnaeus, 1758)",51.8,4.7,"Capreolus"
"Lutra lutra (Linnaeus, 1758)",52.8,5.9,"Lutra"
"Capreolus capreolus (Linnaeus, 1758)",51.65,3.75,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",52.15,6.85,"Capreolus"
"Dama dama (Linnaeus, 1758)",51.7,3.65,"Dama"
"Vulpes vulpes (Linnaeus, 1758)",52.35,4.55,"Vulpes"
"Capreolus capreolus (Linnaeus, 1758)",52,5.3,"Capreolus"
"Oryctolagus cuniculus (Linnaeus, 1758)",52.65,4.6,"Oryctolagus"
"Halichoerus grypus (Fabricius, 1791)",51.6,3.7,"Halichoerus"
"Capreolus capreolus (Linnaeus, 1758)",52.3,4.55,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.95,5.6,"Capreolus"
"Lutra lutra (Linnaeus, 1758)",52.5,6.15,"Lutra"
"Capreolus capreolus (Linnaeus, 1758)",52.05,5.55,"Capreolus"
"Lepus europaeus Pallas, 1778",51.9,4.6,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",53.35,6.85,"Capreolus"
"Lepus europaeus Pallas, 1778",52,4.25,"Lepus"
"Meles meles (Linnaeus, 1758)",50.75,5.75,"Meles"
"Lepus europaeus Pallas, 1778",51.5,3.65,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",53,6.8,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",52.25,6.15,"Sciurus"
"Phoca vitulina Linnaeus, 1758",52.45,4.5,"Phoca"
"Lepus europaeus Pallas, 1778",52.15,5.2,"Lepus"
"Dama dama (Linnaeus, 1758)",52.4,4.6,"Dama"
"Talpa europaea Linnaeus, 1758",51.9,4.7,"Talpa"
"Capreolus capreolus (Linnaeus, 1758)",51.85,5.2,"Capreolus"
"Oryctolagus cuniculus (Linnaeus, 1758)",51.9,4,"Oryctolagus"
"Lepus europaeus Pallas, 1778",52.7,4.8,"Lepus"
"Plecotus auritus (Linnaeus, 1758)",52.55,4.65,"Plecotus"
"Vulpes vulpes (Linnaeus, 1758)",51.25,5.85,"Vulpes"
"Sciurus vulgaris Linnaeus, 1758",52.35,4.55,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",52.3,5.3,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.45,5.9,"Capreolus"
"Phocoena phocoena (Linnaeus, 1758)",52.45,4.5,"Phocoena"
"Lepus europaeus Pallas, 1778",52.55,4.65,"Lepus"
"Phoca vitulina Linnaeus, 1758",52.95,4.75,"Phoca"
"Talpa europaea Linnaeus, 1758",52.2,6.25,"Talpa"
"Halichoerus grypus (Fabricius, 1791)",51.75,3.85,"Halichoerus"
"Microtus arvalis (Pallas, 1779)",51.95,5.2,"Microtus"
"Lepus europaeus Pallas, 1778",51.9,4.9,"Lepus"
"Talpa europaea Linnaeus, 1758",52.65,6.6,"Talpa"
"Capreolus capreolus (Linnaeus, 1758)",53,6.75,"Capreolus"
"Lepus europaeus Pallas, 1778",51.8,4.4,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",53.2,5.8,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.25,3.85,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",53.05,6.7,"Capreolus"
"Castor fiber Linnaeus, 1758",51.8,4.45,"Castor"
"Capreolus capreolus (Linnaeus, 1758)",51.4,4.35,"Capreolus"
"Lepus europaeus Pallas, 1778",52.35,4.7,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",51.3,3.85,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.8,4.9,"Capreolus"
"Vulpes vulpes (Linnaeus, 1758)",52.4,5.75,"Vulpes"
"Lutra lutra (Linnaeus, 1758)",51.8,5.9,"Lutra"
"Cervus elaphus Linnaeus, 1758",52.45,5.4,"Cervus"
"Lepus europaeus Pallas, 1778",53.4,6.5,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",51.75,4.25,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",52,5.7,"Capreolus"
"Oryctolagus cuniculus (Linnaeus, 1758)",51.8,5.7,"Oryctolagus"
"Lepus europaeus Pallas, 1778",52.15,5.35,"Lepus"
"Sciurus vulgaris Linnaeus, 1758",52,5.3,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",51.75,5.75,"Capreolus"
"Phoca vitulina Linnaeus, 1758",52.45,4.5,"Phoca"
"Sus scrofa Linnaeus, 1758",52.15,5.7,"Sus"
"Phoca vitulina Linnaeus, 1758",52.45,4.5,"Phoca"
"Lepus europaeus Pallas, 1778",53.25,6.8,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",51.6,4.85,"Capreolus"
"Oryctolagus cuniculus (Linnaeus, 1758)",52.3,4.8,"Oryctolagus"
"Halichoerus grypus (Fabricius, 1791)",52.45,4.55,"Halichoerus"
"Capreolus capreolus (Linnaeus, 1758)",53.1,6.45,"Capreolus"
"Talpa europaea Linnaeus, 1758",52.8,7,"Talpa"
"Neomys fodiens (Pennant, 1771)",53.15,6.45,"Neomys"
"Capreolus capreolus (Linnaeus, 1758)",51.9,5.2,"Capreolus"
"Lepus europaeus Pallas, 1778",51.95,5.6,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",53.15,6.45,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.75,4,"Capreolus"
"Oryctolagus cuniculus (Linnaeus, 1758)",52.3,4.9,"Oryctolagus"
"Phoca vitulina Linnaeus, 1758",51.75,3.85,"Phoca"
"Sus scrofa Linnaeus, 1758",51.35,5.8,"Sus"
"Capreolus capreolus (Linnaeus, 1758)",51.6,6.05,"Capreolus"
"Lepus europaeus Pallas, 1778",51.8,5.6,"Lepus"
"Capreolus capreolus (Linnaeus, 1758)",51.65,3.7,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",51.55,5.3,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",52.2,6.95,"Capreolus"
"Halichoerus grypus (Fabricius, 1791)",51.7,3.8,"Halichoerus"
"Phoca vitulina Linnaeus, 1758",51.7,3.8,"Phoca"
"Lepus europaeus Pallas, 1778",51.8,4.4,"Lepus"
"Lepus europaeus Pallas, 1778",51.8,4.4,"Lepus"
"Halichoerus grypus (Fabricius, 1791)",53.35,5.2,"Halichoerus"
"Lepus europaeus Pallas, 1778",51.65,5,"Lepus"
"Lepus europaeus Pallas, 1778",51.75,4.7,"Lepus"
"Myodes glareolus (Schreber, 1780)",53.4,5.3,"Myodes"
"Meles meles (Linnaeus, 1758)",50.8,5.9,"Meles"
"Castor fiber Linnaeus, 1758",51.15,5.85,"Castor"
"Capreolus capreolus (Linnaeus, 1758)",51.25,5.8,"Capreolus"
"Talpa europaea Linnaeus, 1758",52.2,6.7,"Talpa"
"Talpa europaea Linnaeus, 1758",51.9,6.45,"Talpa"
"Dama dama (Linnaeus, 1758)",51.7,4.5,"Dama"
"Erinaceus europaeus Linnaeus, 1758",51.85,4.6,"Erinaceus"
"Castor fiber Linnaeus, 1758",51.35,6.1,"Castor"
"Lepus europaeus Pallas, 1778",52.25,4.95,"Lepus"
"Talpa europaea Linnaeus, 1758",52.2,6.75,"Talpa"
"Myodes glareolus (Schreber, 1780)",51.8,4.4,"Myodes"
"Myodes glareolus (Schreber, 1780)",51.8,4.4,"Myodes"
"Sciurus vulgaris Linnaeus, 1758",52.05,5.6,"Sciurus"
"Capreolus capreolus (Linnaeus, 1758)",60.376812,11.60467,"Capreolus"
"Alces alces (Linnaeus, 1758)",58.98,24.09,"Alces"
"Vulpes vulpes (Linnaeus, 1758)",59.25,24.88,"Vulpes"
"Sciurus vulgaris Linnaeus, 1758",63.188992,14.610011,"Sciurus"
"Sciurus niger Linnaeus, 1758",45.479046,-122.641403,"Sciurus"
"Tamandua mexicana (Saussure, 1860)",5.348903,-72.400523,"Tamandua"
"Meles meles (Linnaeus, 1758)",53.09,-3.27,"Meles"
"Vulpes vulpes (Linnaeus, 1758)",-35.681023,148.487119,"Vulpes"
"Oryctolagus cuniculus (Linnaeus, 1758)",-32.38721,150.88855,"Oryctolagus"
"Wallabia bicolor (Desmarest, 1804)",-35.603764,149.513845,"Wallabia"
"Lutra lutra (Linnaeus, 1758)",59.665474,17.38267,"Lutra"
"Alces alces (Linnaeus, 1758)",63.27049,13.643792,"Alces"
"Ovis aries musimon (Pallas, 1811)",58.904633,17.488492,"Ovis"
"Capreolus capreolus (Linnaeus, 1758)",58.497308,12.325461,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",65.27631,19.685699,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",56.476921,16.131021,"Capreolus"
"Capreolus capreolus (Linnaeus, 1758)",62.106769,16.699304,"Capreolus"
"Vulpes vulpes (Linnaeus, 1758)",59.826667,17.674578,"Vulpes"
"Lepus europaeus Pallas, 1778",57.912462,15.768847,"Lepus"
"Alces alces (Linnaeus, 1758)",63.133214,14.651891,"Alces"
"Alces alces (Linnaeus, 1758)",65.820424,21.602318,"Alces"
"Sus scrofa Linnaeus, 1758",55.68102,13.427981,"Sus"
"Capreolus capreolus (Linnaeus, 1758)",59.193538,18.053972,"Capreolus"
"Sciurus vulgaris Linnaeus, 1758",55.392183,12.848226,"Sciurus"
"Sciurus vulgaris Linnaeus, 1758",65.829978,24.135782,"Sciurus"
"Lutra lutra (Linnaeus, 1758)",60.558874,16.613128,"Lutra"
"Sciurus vulgaris Linnaeus, 1758",63.996164,19.683885,"Sciurus"
"Alces alces (Linnaeus, 1758)",58.311724,12.048169,"Alces"
"Lutra lutra (Linnaeus, 1758)",60.604175,17.988278,"Lutra"
"Lutra lutra (Linnaeus, 1758)",59.913249,17.575961,"Lutra"
"Halichoerus grypus (Fabricius, 1791)",58.797575,17.800378,"Halichoerus"
"Sciurus vulgaris Linnaeus, 1758",57.770383,11.97448,"Sciurus"
"Rattus norvegicus (Berkenhout, 1769)",59.348402,17.89497,"Rattus"
"Phoca vitulina Linnaeus, 1758",62.506349,6.029717,"Phoca"
"Capreolus capreolus (Linnaeus, 1758)",58.82417,5.749344,"Capreolus"
"Galeopterus variegatus (Audebert, 1799)",1.344722,103.783058,"Galeopterus"
"Odocoileus virginianus (Zimmermann, 1780)",30.376567,-103.536358,"Odocoileus"
"Genetta tigrina (Schreber, 1776)",-33.942538,22.461157,"Genetta"
"Vulpes vulpes (Linnaeus, 1758)",-36.581456,149.385342,"Vulpes"
"Phascolarctos cinereus (Goldfuss, 1817)",-32.73789,152.03084,"Phascolarctos"
"Vombatus ursinus (Shaw, 1800)",-36.598231,149.375754,"Vombatus"
"Isoodon macrourus (Gould, 1842)",-32.639774,152.163953,"Isoodon"
"Dama dama (Linnaeus, 1758)",-36.582716,149.385459,"Dama"
"Trichosurus vulpecula (Kerr, 1792)",-29.072522,153.034336,"Trichosurus"
"Dasyprocta punctata Gray, 1842",6.805806,-74.213444,"Dasyprocta"
"Papio anubis (Lesson, 1827)",0.458906,30.370439,"Papio"
"Sus scrofa Linnaeus, 1758",46.31673,6.31492,"Sus"
"Meles meles (Linnaeus, 1758)",46.31673,6.31492,"Meles"
"Vulpes vulpes (Linnaeus, 1758)",40.794959,-96.638176,"Vulpes"
"Sylvilagus floridanus (J.A.Allen, 1890)",38.072334,-76.647475,"Sylvilagus"
"Pipistrellus pipistrellus (Schreber, 1774)",52.87265,0.98924,"Pipistrellus"
"Rhinolophus hipposideros (Bechstein, 1800)",50.51,-4.07,"Rhinolophus"
"Lagenorhynchus acutus (Gray, 1828)",58.265084,-6.111629,"Lagenorhynchus"
"Halichoerus grypus (Fabricius, 1791)",57.67378,-3.09335,"Halichoerus"
"Sciurus carolinensis Gmelin, 1788",56.46772,-2.85775,"Sciurus"
"Dasyprocta punctata Gray, 1842",NA,NA,"Dasyprocta"
"Sciurus granatensis Humboldt, 1811",NA,NA,"Sciurus"
"Dasyprocta punctata Gray, 1842",NA,NA,"Dasyprocta"
"Lagothrix cana (É.Geoffroy Saint-Hilaire, 1812)",-12.124795,-71.232467,"Lagothrix"
"Ratufa indica (Erxleben, 1777)",11.388522,76.683042,"Ratufa"
"Eira barbara (Linnaeus, 1758)",6.805806,-74.213444,"Eira"
"Osphranter Gould, 1842",-32.393871,151.034995,"Osphranter"
"Trichosurus cunninghami Lindenmayer, Dubach & Viggers, 2002",-35.729992,148.488847,"Trichosurus"
"Pseudocheirus peregrinus (Boddaert, 1785)",-32.982329,151.527241,"Pseudocheirus"
"Macropus rufogriseus (Desmarest, 1817)",-35.605263,149.504621,"Macropus"
"Petauroides volans (Kerr, 1792)",-35.603819,149.511231,"Petauroides"
"Macropus giganteus Shaw & Nodder, 1790",-32.666999,152.079078,"Macropus"
"Petaurus breviceps breviceps",-35.780512,150.164117,"Petaurus"
"Phascolarctos cinereus (Goldfuss, 1817)",-34.10355,150.80998,"Phascolarctos"
"Chalinolobus morio (Gray, 1841)",-31.385804,151.87458,"Chalinolobus"
